timestamp	json_file	law_url	reason
2025-04-15T04:39:56.368344	perturbed_ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt.json	https://www.law.cornell.edu/topn/arbitration	Snippet was empty or fetch failed.
2025-04-15T04:40:02.128099	perturbed_2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement.txt.json	https://www.fasb.org/	Snippet was empty or fetch failed.
2025-04-15T04:40:04.630675	perturbed_AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.txt.json	https://www.law.cornell.edu/topn/arbitration	Snippet was empty or fetch failed.
2025-04-15T04:40:06.794557	perturbed_ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .txt.json	https://www.law.cornell.edu/ucc/2/719	Snippet was empty or fetch failed.
2025-04-15T04:40:07.183826	perturbed_AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.txt.json	https://www.law.cornell.edu/ucc/2/316	Snippet was empty or fetch failed.
2025-04-15T04:40:07.623817	perturbed_ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.txt.json	https://www.law.cornell.edu/topn/physician_payments_sunshine_act	Snippet was empty or fetch failed.
2025-04-15T04:40:09.813409	perturbed_AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement.txt.json	https://www.law.cornell.edu/topn/change_of_venue	Snippet was empty or fetch failed.
2025-04-15T04:40:11.928361	perturbed_ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.txt.json	https://www.pacourts.us/learn/doing-research	Snippet was empty or fetch failed.
2025-04-15T04:40:12.699968	perturbed_ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.txt.json	https://www.dot.state.pa.us/public/dvdmv/dmv/dl/fact_sheets/fs-rtt.pdf	Snippet was empty or fetch failed.
2025-04-15T04:40:18.944852	perturbed_ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.txt.json	https://law.justia.com/constitution/us/topic-subtopic/357	Snippet was empty or fetch failed.
2025-04-15T04:40:25.309489	perturbed_ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.txt.json	https://www.law.cornell.edu/ucc/2/316	Snippet was empty or fetch failed.
2025-04-15T04:40:25.682230	perturbed_AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.txt.json	https://www.law.cornell.edu/topn/arbitration	Snippet was empty or fetch failed.
2025-04-15T04:40:31.562971	perturbed_AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT.txt.json	https://www.law.cornell.edu/wex/choice_of_law	Snippet was empty or fetch failed.
2025-04-15T04:40:34.088136	perturbed_AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.txt.json	https://law.justia.com/constitution/us/topic-6-judiciary/217-law-applied-in-federal-courts.html	Snippet was empty or fetch failed.
2025-04-15T04:40:34.444392	perturbed_AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.txt.json	https://www.law.cornell.edu/topn/arbitration	Snippet was empty or fetch failed.
2025-04-15T04:40:36.247632	perturbed_DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIPAGREEMENT.txt.json	https://www.justice.gov/atr/sherman-act	Snippet was empty or fetch failed.
2025-04-15T04:40:38.726400	perturbed_PACIRAPHARMACEUTICALS,INC.-A_RSTRATEGICLICENSING,DISTRIBUTIONANDMARKETINGAGREEMENT.txt.json	https://www.fda.gov/regulatory-information/federal-food-drug-and-cosmetic-act	Snippet was empty or fetch failed.
2025-04-15T04:40:39.317451	perturbed_IntegrityFunds_20200121_485BPOS_EX-99.EUNDRCONTR_11948727_EX-99.EUNDRCONTR_ServiceAgreement.txt.json	https://www.law.cornell.edu/topn/employee_vs_independent_contractor	Snippet was empty or fetch failed.
2025-04-15T04:40:41.910371	perturbed_VEONEER,INC_02_21_2020-EX-10.11-JOINTVENTUREAGREEMENT.txt.json	https://www.law.cornell.edu/wex/termination_of_contract	Snippet was empty or fetch failed.
2025-04-15T04:40:45.820466	perturbed_INTRICONCORP_03_10_2009-EX-10.22-StrategicAllianceAgreement.txt.json	https://www.fda.gov/regulatory-information/federal-food-drug-and-cosmetic-act	Snippet was empty or fetch failed.
2025-04-15T04:40:50.690014	perturbed_PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_FranchiseAgreement3.txt.json	https://law.justia.com/restatements/contracts/section-208.html	Snippet was empty or fetch failed.
2025-04-15T04:40:51.131495	perturbed_PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUALPROPERTYAGREEMENT.txt.json	https://www.law.cornell.edu/topn/patentable_subject_matter	Snippet was empty or fetch failed.
2025-04-15T04:40:51.502423	perturbed_FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGICALLIANCEAGREEMENT.txt.json	https://www.law.cornell.edu/topn/employee	Snippet was empty or fetch failed.
2025-04-15T04:40:52.119455	perturbed_ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_EndorsementAgreement.txt.json	https://docs.legis.wisconsin.gov/statutes/statutes/611/39	Snippet was empty or fetch failed.
2025-04-15T04:40:54.437097	perturbed_NELNETINC_04_08_2020-EX-1-JOINTFILINGAGREEMENT.txt.json	https://www.law.cornell.edu/topn/securities_exchange_act_of_1934_section_13d	Snippet was empty or fetch failed.
2025-04-15T04:40:54.869948	perturbed_ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORTANDMAINTENANCEAGREEMENT.txt.json	https://www.uniformlaws.org/HigherLogic/System/DownloadDocumentFile.ashx?DocumentFileKey=a3a5c939-687f-47e9-8119-f401064f0125&forceDialog=0	Snippet was empty or fetch failed.
2025-04-15T04:41:02.628596	perturbed_MetLife,Inc.-RemarketingAgreement.txt.json	https://law.justia.com/codes/restatement/second/conflict-of-laws/law-applicable-to-contracts/topic-2/187/.	Snippet was empty or fetch failed.
2025-04-15T04:41:12.975633	perturbed_KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTINGAGREEMENT.txt.json	https://www.law.cornell.edu/topn/arbitration	Snippet was empty or fetch failed.
2025-04-15T04:41:25.219355	perturbed_LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_SupplyAgreement.txt.json	https://www.law.cornell.edu/ucc/2/204	Snippet was empty or fetch failed.
2025-04-15T04:41:25.629060	perturbed_CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_IntellectualPropertyAgreement.txt.json	https://www.law.cornell.edu/topn/trade_secrets	Snippet was empty or fetch failed.
2025-04-15T04:41:49.726174	perturbed_ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt.json	https://law.justia.com/cases/kansas/supreme-court/1987/60-006-1.html	Snippet was empty or fetch failed.
2025-04-15T04:42:10.644034	perturbed_ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .txt.json	https://www.lexology.com/library/detail.aspx?g=ca940d96-51e4-4457-a74c-3e341e984690	Snippet was empty or fetch failed.
2025-04-15T04:42:20.668625	perturbed_ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.txt.json	https://www.law.cornell.edu/topn/adulterated%20drugs	Snippet was empty or fetch failed.
2025-04-15T04:42:26.639741	perturbed_AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement.txt.json	https://www.law.cornell.edu/topn/information.php?node_id=334061	Snippet was empty or fetch failed.
2025-04-15T04:42:31.431821	perturbed_ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.txt.json	https://www.attorneygeneral.gov/wp-content/uploads/2018/01/consumer-protection-law.pdf	Snippet was empty or fetch failed.
2025-04-15T04:42:32.575703	perturbed_ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.txt.json	https://www.fdic.gov/resources/regulations/laws/federaldepositinsuranceact/	Snippet was empty or fetch failed.
2025-04-15T04:42:33.510782	perturbed_ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.txt.json	https://www.fdic.gov/resources/regulations/laws/federal/index.html	Snippet was empty or fetch failed.
2025-04-15T04:42:37.061096	perturbed_ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1).txt.json	https://www.law.cornell.edu/topn/insider_trading	Snippet was empty or fetch failed.
2025-04-15T04:42:46.872799	perturbed_AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.txt.json	https://vanuatu.justlawlinks.com/legislation/acts/LabourAct_CAP160.pdf	Snippet was empty or fetch failed.
2025-04-15T04:42:48.387488	perturbed_ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT.txt.json	https://www.nevo.co.il/en/law_html/law_01/004.htm	Snippet was empty or fetch failed.
2025-04-15T04:42:49.050225	perturbed_AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT.txt.json	https://www.fdic.gov/resources/regulations/laws/federal/	Snippet was empty or fetch failed.
2025-04-15T04:42:58.359273	perturbed_AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.txt.json	https://www.courts.ca.gov/cms/rules/index.cfm?title=three&linkid=rule3_216	Snippet was empty or fetch failed.
2025-04-15T04:42:58.777052	perturbed_ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.txt.json	https://www.law.cornell.edu/ucc/2/206	Snippet was empty or fetch failed.
2025-04-15T04:43:02.430400	perturbed_ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt.json	https://law.justia.com/codes/restatement/second/contracts/topic-5/section-241/	Snippet was empty or fetch failed.
2025-04-15T04:43:30.001121	perturbed_AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.txt.json	https://law.justia.com/codes/south-dakota/2004/title53/53-1-2.html	Snippet was empty or fetch failed.
2025-04-15T04:43:33.226201	perturbed_ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.txt.json	https://www.law.cornell.edu/topn/patent_law	Snippet was empty or fetch failed.
2025-04-15T04:43:41.312545	perturbed_ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.txt.json	https://www.law.cornell.edu/ucc/13/1-304	Snippet was empty or fetch failed.
2025-04-15T04:44:01.464249	perturbed_ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.txt.json	https://www.law.cornell.edu/ucc/2/602	Snippet was empty or fetch failed.
2025-04-15T04:44:07.733327	perturbed_AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.txt.json	https://www.lawcom.gov.uk/project/consumer-insurance-law/	Snippet was empty or fetch failed.
2025-04-15T04:44:26.827870	perturbed_AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.txt.json	https://constitution.congress.gov/browse/amendment-14/	Snippet was empty or fetch failed.
